"fatigue","2020-01-1"
"stresse","2020-01-1"
"stresse","2020-01-1"
"stresse","2020-01-1"
"stresse","2020-01-1"
"stresse","2020-01-1"
"stresse","2020-01-1"
"fatigue","2020-01-1"
"stresse","2020-01-1"
"fatigue","2020-01-1"
"stresse","2020-01-1"
"fatigue","2020-01-1"
"stresse","2020-01-2"
"stresse","2020-01-2"
"stresse","2020-01-2"
"stresse","2020-01-2"
"heureux","2020-01-2"
"fatigue","2020-01-2"
"fatigue","2020-01-2"
"fatigue","2020-01-2"
"stresse","2020-01-2"
"stresse","2020-01-2"
"heureux","2020-01-2"
"heureux","2020-01-2"
"fatigue","2020-01-3"
"fatigue","2020-01-3"
"fatigue","2020-01-3"
"fatigue","2020-01-3"
"stresse","2020-01-3"
"stresse","2020-01-3"
"heureux","2020-01-3"
"stresse","2020-01-3"
"heureux","2020-01-3"
"stresse","2020-01-3"
"heureux","2020-01-3"
"fatigue","2020-01-3"
"stresse","2020-01-4"
"stresse","2020-01-4"
"stresse","2020-01-4"
"stresse","2020-01-4"
"heureux","2020-01-4"
"fatigue","2020-01-4"
"fatigue","2020-01-4"
"fatigue","2020-01-4"
"heureux","2020-01-4"
"heureux","2020-01-4"
"fatigue","2020-01-4"
"stresse","2020-01-4"
"fatigue","2020-01-5"
"fatigue","2020-01-5"
"heureux","2020-01-5"
"heureux","2020-01-5"
"fatigue","2020-01-5"
"heureux","2020-01-5"
"fatigue","2020-01-5"
"heureux","2020-01-5"
"heureux","2020-01-5"
"stresse","2020-01-5"
"heureux","2020-01-5"
"fatigue","2020-01-5"
"fatigue","2020-01-6"
"heureux","2020-01-6"
"fatigue","2020-01-6"
"heureux","2020-01-6"
"stresse","2020-01-6"
"heureux","2020-01-6"
"stresse","2020-01-6"
"heureux","2020-01-6"
"stresse","2020-01-6"
"fatigue","2020-01-6"
"fatigue","2020-01-6"
"fatigue","2020-01-6"
"stresse","2020-01-7"
"stresse","2020-01-7"
"fatigue","2020-01-7"
"heureux","2020-01-7"
"fatigue","2020-01-7"
"heureux","2020-01-7"
"stresse","2020-01-7"
"stresse","2020-01-7"
"heureux","2020-01-7"
"stresse","2020-01-7"
"heureux","2020-01-7"
"fatigue","2020-01-7"
"heureux","2020-01-8"
"stresse","2020-01-8"
"heureux","2020-01-8"
"heureux","2020-01-8"
"fatigue","2020-01-8"
"heureux","2020-01-8"
"fatigue","2020-01-8"
"fatigue","2020-01-8"
"stresse","2020-01-8"
"fatigue","2020-01-8"
"heureux","2020-01-8"
"stresse","2020-01-8"
"heureux","2020-01-9"
"fatigue","2020-01-9"
"stresse","2020-01-9"
"heureux","2020-01-9"
"heureux","2020-01-9"
"heureux","2020-01-9"
"stresse","2020-01-9"
"fatigue","2020-01-9"
"fatigue","2020-01-9"
"stresse","2020-01-9"
"stresse","2020-01-9"
"fatigue","2020-01-9"
"fatigue","2020-01-10"
"fatigue","2020-01-10"
"fatigue","2020-01-10"
"heureux","2020-01-10"
"fatigue","2020-01-10"
"stresse","2020-01-10"
"stresse","2020-01-10"
"heureux","2020-01-10"
"stresse","2020-01-10"
"fatigue","2020-01-10"
"fatigue","2020-01-10"
"heureux","2020-01-10"
"stresse","2020-01-11"
"heureux","2020-01-11"
"heureux","2020-01-11"
"heureux","2020-01-11"
"fatigue","2020-01-11"
"heureux","2020-01-11"
"stresse","2020-01-11"
"fatigue","2020-01-11"
"fatigue","2020-01-11"
"heureux","2020-01-11"
"stresse","2020-01-11"
"stresse","2020-01-11"
"fatigue","2020-01-12"
"stresse","2020-01-12"
"heureux","2020-01-12"
"heureux","2020-01-12"
"stresse","2020-01-12"
"stresse","2020-01-12"
"heureux","2020-01-12"
"fatigue","2020-01-12"
"heureux","2020-01-12"
"stresse","2020-01-12"
"stresse","2020-01-12"
"heureux","2020-01-12"
"stresse","2020-01-13"
"fatigue","2020-01-13"
"heureux","2020-01-13"
"heureux","2020-01-13"
"fatigue","2020-01-13"
"stresse","2020-01-13"
"stresse","2020-01-13"
"fatigue","2020-01-13"
"fatigue","2020-01-13"
"fatigue","2020-01-13"
"fatigue","2020-01-13"
"heureux","2020-01-13"
"fatigue","2020-01-14"
"fatigue","2020-01-14"
"heureux","2020-01-14"
"fatigue","2020-01-14"
"fatigue","2020-01-14"
"heureux","2020-01-14"
"stresse","2020-01-14"
"stresse","2020-01-14"
"heureux","2020-01-14"
"fatigue","2020-01-14"
"stresse","2020-01-14"
"heureux","2020-01-14"
"fatigue","2020-01-15"
"heureux","2020-01-15"
"fatigue","2020-01-15"
"heureux","2020-01-15"
"stresse","2020-01-15"
"heureux","2020-01-15"
"stresse","2020-01-15"
"fatigue","2020-01-15"
"fatigue","2020-01-15"
"heureux","2020-01-15"
"heureux","2020-01-15"
"heureux","2020-01-15"
"heureux","2020-01-16"
"stresse","2020-01-16"
"stresse","2020-01-16"
"heureux","2020-01-16"
"stresse","2020-01-16"
"fatigue","2020-01-16"
"stresse","2020-01-16"
"fatigue","2020-01-16"
"fatigue","2020-01-16"
"heureux","2020-01-16"
"stresse","2020-01-16"
"fatigue","2020-01-16"
"heureux","2020-01-17"
"heureux","2020-01-17"
"fatigue","2020-01-17"
"stresse","2020-01-17"
"fatigue","2020-01-17"
"fatigue","2020-01-17"
"heureux","2020-01-17"
"stresse","2020-01-17"
"heureux","2020-01-17"
"stresse","2020-01-17"
"fatigue","2020-01-17"
"heureux","2020-01-17"
"stresse","2020-01-18"
"stresse","2020-01-18"
"fatigue","2020-01-18"
"heureux","2020-01-18"
"heureux","2020-01-18"
"stresse","2020-01-18"
"stresse","2020-01-18"
"heureux","2020-01-18"
"stresse","2020-01-18"
"heureux","2020-01-18"
"fatigue","2020-01-18"
"heureux","2020-01-18"
"fatigue","2020-01-19"
"heureux","2020-01-19"
"stresse","2020-01-19"
"fatigue","2020-01-19"
"fatigue","2020-01-19"
"heureux","2020-01-19"
"heureux","2020-01-19"
"stresse","2020-01-19"
"stresse","2020-01-19"
"stresse","2020-01-19"
"fatigue","2020-01-19"
"stresse","2020-01-19"
"stresse","2020-01-20"
"fatigue","2020-01-20"
"stresse","2020-01-20"
"fatigue","2020-01-20"
"stresse","2020-01-20"
"fatigue","2020-01-20"
"stresse","2020-01-20"
"stresse","2020-01-20"
"fatigue","2020-01-20"
"heureux","2020-01-20"
"stresse","2020-01-20"
"fatigue","2020-01-20"
"fatigue","2020-01-21"
"fatigue","2020-01-21"
"heureux","2020-01-21"
"fatigue","2020-01-21"
"stresse","2020-01-21"
"heureux","2020-01-21"
"stresse","2020-01-21"
"fatigue","2020-01-21"
"stresse","2020-01-21"
"stresse","2020-01-21"
"heureux","2020-01-21"
"fatigue","2020-01-21"
"stresse","2020-01-22"
"heureux","2020-01-22"
"heureux","2020-01-22"
"stresse","2020-01-22"
"fatigue","2020-01-22"
"fatigue","2020-01-22"
"fatigue","2020-01-22"
"fatigue","2020-01-22"
"stresse","2020-01-22"
"fatigue","2020-01-22"
"fatigue","2020-01-22"
"heureux","2020-01-22"
"heureux","2020-01-23"
"heureux","2020-01-23"
"stresse","2020-01-23"
"fatigue","2020-01-23"
"stresse","2020-01-23"
"fatigue","2020-01-23"
"fatigue","2020-01-23"
"stresse","2020-01-23"
"stresse","2020-01-23"
"heureux","2020-01-23"
"heureux","2020-01-23"
"stresse","2020-01-23"
"fatigue","2020-01-24"
"heureux","2020-01-24"
"fatigue","2020-01-24"
"heureux","2020-01-24"
"stresse","2020-01-24"
"heureux","2020-01-24"
"heureux","2020-01-24"
"heureux","2020-01-24"
"heureux","2020-01-24"
"heureux","2020-01-24"
"heureux","2020-01-24"
"stresse","2020-01-24"
"stresse","2020-01-25"
"heureux","2020-01-25"
"fatigue","2020-01-25"
"heureux","2020-01-25"
"fatigue","2020-01-25"
"stresse","2020-01-25"
"stresse","2020-01-25"
"fatigue","2020-01-25"
"heureux","2020-01-25"
"fatigue","2020-01-25"
"stresse","2020-01-25"
"heureux","2020-01-25"
"fatigue","2020-01-26"
"fatigue","2020-01-26"
"fatigue","2020-01-26"
"heureux","2020-01-26"
"stresse","2020-01-26"
"stresse","2020-01-26"
"fatigue","2020-01-26"
"heureux","2020-01-26"
"fatigue","2020-01-26"
"fatigue","2020-01-26"
"stresse","2020-01-26"
"heureux","2020-01-26"
"heureux","2020-01-27"
"fatigue","2020-01-27"
"heureux","2020-01-27"
"fatigue","2020-01-27"
"heureux","2020-01-27"
"heureux","2020-01-27"
"fatigue","2020-01-27"
"heureux","2020-01-27"
"heureux","2020-01-27"
"heureux","2020-01-27"
"fatigue","2020-01-27"
"heureux","2020-01-27"
"fatigue","2020-01-28"
"heureux","2020-01-28"
"stresse","2020-01-28"
"stresse","2020-01-28"
"heureux","2020-01-28"
"stresse","2020-01-28"
"stresse","2020-01-28"
"stresse","2020-01-28"
"fatigue","2020-01-28"
"fatigue","2020-01-28"
"fatigue","2020-01-28"
"heureux","2020-01-28"
"heureux","2020-01-29"
"heureux","2020-01-29"
"stresse","2020-01-29"
"stresse","2020-01-29"
"stresse","2020-01-29"
"fatigue","2020-01-29"
"heureux","2020-01-29"
"fatigue","2020-01-29"
"fatigue","2020-01-29"
"stresse","2020-01-29"
"stresse","2020-01-29"
"stresse","2020-01-29"
"fatigue","2020-01-30"
"heureux","2020-01-30"
"heureux","2020-01-30"
"heureux","2020-01-30"
"stresse","2020-01-30"
"heureux","2020-01-30"
"heureux","2020-01-30"
"heureux","2020-01-30"
"stresse","2020-01-30"
"fatigue","2020-01-30"
"heureux","2020-01-30"
"fatigue","2020-01-30"
"stresse","2020-01-31"
"stresse","2020-01-31"
"stresse","2020-01-31"
"heureux","2020-01-31"
"fatigue","2020-01-31"
"heureux","2020-01-31"
"stresse","2020-01-31"
"heureux","2020-01-31"
"stresse","2020-01-31"
"fatigue","2020-01-31"
"stresse","2020-01-31"
"fatigue","2020-01-31"